,buteurs,dates,match_places,minute,penalty,own_goal,full_name
877,"['(s.p.)', 'K.', 'Mbappé', '87’']","18-Avril-2021,",Paris-SG,87,(s.p.),,spKMbappé
878,"['M.', 'Icardi', '90’', '+5']","18-Avril-2021,",Paris-SG,905,,,MIcardi
879,"['78’', 'D.', 'Bouanga']","18-Avril-2021,",Paris-SG,78,,,DBouanga
880,"['90’', '+2', 'R.', 'Hamouma']","18-Avril-2021,",Paris-SG,902,,,RHamouma
881,"['(csc)', 'Y.', 'Cahuzac', '37’']","18-Avril-2021,",Brest,37,,(csc),cscYCahuzac
882,"['72’', 'G.', 'Kakuta', '(s.p.)']","18-Avril-2021,",Brest,72,(s.p.),,GKakutasp
883,"['F.', 'Chafik', '49’']","18-Avril-2021,",Dijon,49,,,FChafik
884,"['(s.p.)', 'Y.', 'Benzia', '77’']","18-Avril-2021,",Dijon,77,(s.p.),,spYBenzia
885,"['(s.p.)', 'R.', 'Ripart', '55’']","18-Avril-2021,",Nîmes,55,(s.p.),,spRRipart
886,"['82’', 'D.', 'Liénard']","18-Avril-2021,",Nîmes,82,,,DLiénard
887,"['29’', 'K.', 'Volland']","18-Avril-2021,",Bordeaux,29,,,KVolland
888,"['47’', 'G.', 'Martins']","18-Avril-2021,",Bordeaux,47,,,GMartins
889,"['90’', 'S.', 'Jovetic']","18-Avril-2021,",Bordeaux,90,,,SJovetic
890,"['N.', 'Pallois', '60’']","18-Avril-2021,",Nantes,60,,,NPallois
891,"['05’', 'M.', 'Depay']","18-Avril-2021,",Nantes,5,,,MDepay
892,"['37’', 'M.', 'Depay', '(s.p.)']","18-Avril-2021,",Nantes,37,(s.p.),,MDepaysp
893,"['N.', 'Mbuku', '38’']","23-Avril-2021,",Reims,38,,,NMbuku
894,"['41’', 'D.', 'Payet']","23-Avril-2021,",Reims,41,,,DPayet
895,"['45’', '+2', 'A.', 'Milik']","23-Avril-2021,",Reims,452,,,AMilik
896,"['76’', 'D.', 'Payet']","23-Avril-2021,",Reims,76,,,DPayet
897,"['W.', 'Khazri', '11’']","24-Avril-2021,",Saint-Étienne,11,,,WKhazri
898,"['66’', 'G.', 'Charbonnier']","24-Avril-2021,",Saint-Étienne,66,,,GCharbonnier
899,"['79’', 'G.', 'Charbonnier']","24-Avril-2021,",Saint-Étienne,79,,,GCharbonnier
900,"['F.', 'Centonze', '46’']","24-Avril-2021,",Metz,46,,,FCentonze
901,"['04’', 'K.', 'Mbappé']","24-Avril-2021,",Metz,4,,,KMbappé
902,"['59’', 'K.', 'Mbappé']","24-Avril-2021,",Metz,59,,,KMbappé
903,"['89’', 'M.', 'Icardi', '(s.p.)']","24-Avril-2021,",Metz,89,(s.p.),,MIcardisp
904,"['H.', 'Boudaoui', '06’']","25-Avril-2021,",Nice,6,,,HBoudaoui
905,"['J.', 'Todibo', '39’']","25-Avril-2021,",Nice,39,,,JTodibo
906,"['A.', 'Claude-Maurice', '40’']","25-Avril-2021,",Nice,40,,,AClaudeMaurice
907,"['03’', 'G.', 'Laborde']","25-Avril-2021,",Nice,3,,,GLaborde
908,"['I.', 'Ganago', '17’']","25-Avril-2021,",Lens,17,,,IGanago
909,"['M.', 'Haïdara', '76’']","25-Avril-2021,",Lens,76,,,MHaïdara
910,"['52’', 'Z.', 'Ferhat', '(s.p.)']","25-Avril-2021,",Lens,52,(s.p.),,ZFerhatsp
911,"['M.', 'Terrier', '15’']","25-Avril-2021,",Rennes,15,,,MTerrier
912,"['M.', 'Terrier', '70’']","25-Avril-2021,",Rennes,70,,,MTerrier
913,"['F.', 'Tait', '71’']","25-Avril-2021,",Rennes,71,,,FTait
914,"['G.', 'Nyamsi', '80’']","25-Avril-2021,",Rennes,80,,,GNyamsi
915,"['C.', 'Grenier', '90’', '+1']","25-Avril-2021,",Rennes,901,,,CGrenier
916,"['09’', 'Y.', 'Benzia', '(s.p.)']","25-Avril-2021,",Rennes,9,(s.p.),,YBenziasp
917,"['L.', 'Ajorque', '43’']","25-Avril-2021,",Strasbourg,43,,,LAjorque
918,"['53’', 'J.', 'Castelletto']","25-Avril-2021,",Strasbourg,53,,,JCastelletto
919,"['77’', 'L.', 'Blas']","25-Avril-2021,",Strasbourg,77,,,LBlas
920,"['Y.', 'Wissa', '18’']","25-Avril-2021,",Lorient,18,,,YWissa
921,"['T.', 'Moffi', '20’']","25-Avril-2021,",Lorient,20,,,TMoffi
922,"['T.', 'Moffi', '43’']","25-Avril-2021,",Lorient,43,,,TMoffi
923,"['T.', 'Moffi', '80’']","25-Avril-2021,",Lorient,80,,,TMoffi
924,"['83’', 'I.', 'Sissokho']","25-Avril-2021,",Lorient,83,,,ISissokho
925,"['79’', 'W.', 'Ben', 'Yedder']","25-Avril-2021,",Angers,79,,,WBenYedder
926,"['I.', 'Slimani', '20’']","25-Avril-2021,",Lyon,20,,,ISlimani
927,"['(csc)', 'J.', 'Fonte', '35’']","25-Avril-2021,",Lyon,35,,(csc),cscJFonte
928,"['45’', '+1', 'B.', 'Yilmaz']","25-Avril-2021,",Lyon,451,,,BYilmaz
929,"['60’', 'J.', 'David']","25-Avril-2021,",Lyon,60,,,JDavid
930,"['85’', 'B.', 'Yilmaz']","25-Avril-2021,",Lyon,85,,,BYilmaz
931,"['D.', 'Benedetto', '86’']","30-Avril-2021,",Marseille,86,,,DBenedetto
932,"['73’', 'S.', 'Mitrovic']","30-Avril-2021,",Marseille,73,,,SMitrovic
933,"['Neymar', '33’']","01-Mai-2021,",Paris-SG,33,,,Neymar
934,"['Marquinhos', '59’']","01-Mai-2021,",Paris-SG,59,,,Marquinhos
935,"['61’', 'I.', 'Ganago']","01-Mai-2021,",Paris-SG,61,,,IGanago
936,"['B.', 'Yilmaz', '13’']","01-Mai-2021,",Lille,13,,,BYilmaz
937,"['M.', 'Çelik', '56’']","01-Mai-2021,",Lille,56,,,MÇelik
938,"['S.', 'Mara', '11’']","02-Mai-2021,",Bordeaux,11,,,SMara
939,"['M.', 'Baldé', '48’']","02-Mai-2021,",Dijon,48,,,MBaldé
940,"['37’', 'M.', 'Gueye']","02-Mai-2021,",Dijon,37,,,MGueye
941,"['42’', 'P.', 'Sarr']","02-Mai-2021,",Dijon,42,,,PSarr
942,"['71’', 'F.', 'Chafik', '(csc)']","02-Mai-2021,",Dijon,71,,(csc),FChafikcsc
943,"['82’', 'V.', 'Dias', 'Goncalves']","02-Mai-2021,",Dijon,82,,,VDiasGoncalves
944,"['85’', 'D.', 'Bronn']","02-Mai-2021,",Dijon,85,,,DBronn
945,"['R.', 'Ripart', '47’']","02-Mai-2021,",Nîmes,47,,,RRipart
946,"['M.', 'Koné', '72’']","02-Mai-2021,",Nîmes,72,,,MKoné
947,"['30’', 'N.', 'Mbuku']","02-Mai-2021,",Nîmes,30,,,NMbuku
948,"['81’', 'A.', 'Flips']","02-Mai-2021,",Nîmes,81,,,AFlips
949,"['(s.p.)', 'Y.', 'Wissa', '44’']","02-Mai-2021,",Lorient,44,(s.p.),,spYWissa
950,"['F.', 'Lemoine', '48’']","02-Mai-2021,",Lorient,48,,,FLemoine
951,"['R.', 'Faivre', '83’']","02-Mai-2021,",Brest,83,,,RFaivre
952,"['15’', 'M.', 'Simon']","02-Mai-2021,",Brest,15,,,MSimon
953,"['27’', 'L.', 'Blas']","02-Mai-2021,",Brest,27,,,LBlas
954,"['56’', 'I.', 'Louza']","02-Mai-2021,",Brest,56,,,ILouza
955,"['62’', 'K.', 'Coulibaly', '(s.p.)']","02-Mai-2021,",Brest,62,(s.p.),,KCoulibalysp
956,"['A.', 'Delort', '06’']","02-Mai-2021,",Montpellier,6,,,ADelort
957,"['16’', 'R.', 'Hamouma']","02-Mai-2021,",Montpellier,16,,,RHamouma
958,"['50’', 'M.', 'Debuchy']","02-Mai-2021,",Montpellier,50,,,MDebuchy
959,"['K.', 'Volland', '25’']","02-Mai-2021,",Monaco,25,,,KVolland
960,"['(s.p.)', 'W.', 'Ben', 'Yedder', '86’']","02-Mai-2021,",Monaco,86,(s.p.),,spWBenYedder
961,"['57’', 'M.', 'Depay']","02-Mai-2021,",Monaco,57,,,MDepay
962,"['77’', 'Marcelo']","02-Mai-2021,",Monaco,77,,,Marcelo
963,"['89’', 'R.', 'Cherki']","02-Mai-2021,",Monaco,89,,,RCherki
964,"['04’', 'B.', 'Yilmaz', '(s.p.)']","07-Mai-2021,",Lens,4,(s.p.),,BYilmazsp
965,"['40’', 'B.', 'Yilmaz']","07-Mai-2021,",Lens,40,,,BYilmaz
966,"['60’', 'J.', 'David']","07-Mai-2021,",Lens,60,,,JDavid
967,"['K.', 'Coulibaly', '19’']","08-Mai-2021,",Nantes,19,,,KCoulibaly
968,"['(s.p.)', 'I.', 'Louza', '51’']","08-Mai-2021,",Nantes,51,(s.p.),,spILouza
969,"['R.', 'Kolo', 'Muani', '70’']","08-Mai-2021,",Nantes,70,,,RKoloMuani
970,"['H.', 'Aouar', '53’']","08-Mai-2021,",Lyon,53,,,HAouar
971,"['L.', 'Paqueta', '65’']","08-Mai-2021,",Lyon,65,,,LPaqueta
972,"['(s.p.)', 'B.', 'Guimaraes', '71’']","08-Mai-2021,",Lyon,71,(s.p.),,spBGuimaraes
973,"['B.', 'Guimaraes', '77’']","08-Mai-2021,",Lyon,77,,,BGuimaraes
974,"['83’', 'T.', 'Monconduit']","08-Mai-2021,",Lyon,83,,,TMonconduit
975,"['A.', 'Nordin', '43’']","09-Mai-2021,",Saint-Étienne,43,,,ANordin
976,"['L.', 'Ajorque', '69’']","09-Mai-2021,",Strasbourg,69,,,LAjorque
977,"['K.', 'Zohi', '90’', '+5']","09-Mai-2021,",Strasbourg,905,,,KZohi
978,"['36’', 'G.', 'Laborde']","09-Mai-2021,",Strasbourg,36,,,GLaborde
979,"['46’', 'A.', 'Delort']","09-Mai-2021,",Strasbourg,46,,,ADelort
980,"['50’', 'G.', 'Laborde']","09-Mai-2021,",Strasbourg,50,,,GLaborde
981,"['61’', 'L.', 'Fomba']","09-Mai-2021,",Metz,61,,,LFomba
982,"['67’', 'R.', 'Ripart', '(s.p.)']","09-Mai-2021,",Metz,67,(s.p.),,RRipartsp
983,"['89’', 'Z.', 'Ferhat']","09-Mai-2021,",Metz,89,,,ZFerhat
984,"['R.', 'Lopes', '38’']","09-Mai-2021,",Nice,38,,,RLopes
985,"['H.', 'Boudaoui', '61’']","09-Mai-2021,",Nice,61,,,HBoudaoui
986,"['H.', 'Kamara', '89’']","09-Mai-2021,",Nice,89,,,HKamara
987,"['04’', 'S.', 'Mounié']","09-Mai-2021,",Nice,4,,,SMounié
988,"['43’', 'S.', 'Mounié']","09-Mai-2021,",Nice,43,,,SMounié
989,"['A.', 'Fulgini', '07’']","09-Mai-2021,",Angers,7,,,AFulgini
990,"['F.', 'El-Melali', '50’']","09-Mai-2021,",Angers,50,,,FElMelali
991,"['L.', 'Diony', '89’']","09-Mai-2021,",Angers,89,,,LDiony
992,"['20’', 'E.', 'Matazo']","09-Mai-2021,",Reims,20,,,EMatazo
993,"['S.', 'Guirassy', '70’']","09-Mai-2021,",Rennes,70,,,SGuirassy
994,"['45’', '+6', 'Neymar', '(s.p.)']","09-Mai-2021,",Rennes,456,(s.p.),,Neymarsp
995,"['(s.p.)', 'Neymar', '13’']","16-Mai-2021,",Paris-SG,13,(s.p.),,spNeymar
996,"['K.', 'Mbappé', '24’']","16-Mai-2021,",Paris-SG,24,,,KMbappé
997,"['Marquinhos', '68’']","16-Mai-2021,",Paris-SG,68,,,Marquinhos
998,"['M.', 'Kean', '89’']","16-Mai-2021,",Paris-SG,89,,,MKean
999,"['W.', 'Ben', 'Yedder', '16’']","16-Mai-2021,",Monaco,16,,,WBenYedder
1000,"['A.', 'Golovine', '29’']","16-Mai-2021,",Monaco,29,,,AGolovine
1001,"['68’', 'A.', 'Disasi', '(csc)']","16-Mai-2021,",Monaco,68,,(csc),ADisasicsc
1002,"['M.', 'Koné', '05’']","16-Mai-2021,",Nîmes,5,,,MKoné
1003,"['M.', 'Koné', '62’']","16-Mai-2021,",Nîmes,62,,,MKoné
1004,"['08’', 'L.', 'Paqueta']","16-Mai-2021,",Nîmes,8,,,LPaqueta
1005,"['21’', 'M.', 'Depay']","16-Mai-2021,",Nîmes,21,,,MDepay
1006,"['24’', 'L.', 'Paqueta']","16-Mai-2021,",Nîmes,24,,,LPaqueta
1007,"['55’', 'H.', 'Aouar']","16-Mai-2021,",Nîmes,55,,,HAouar
1008,"['87’', 'I.', 'Slimani']","16-Mai-2021,",Nîmes,87,,,ISlimani
1009,"['A.', 'Milik', '09’']","16-Mai-2021,",Marseille,9,,,AMilik
1010,"['A.', 'Milik', '48’']","16-Mai-2021,",Marseille,48,,,AMilik
1011,"['(s.p.)', 'A.', 'Milik', '90’', '+5']","16-Mai-2021,",Marseille,905,(s.p.),,spAMilik
1012,"['57’', 'M.', 'Pereira', 'Lage']","16-Mai-2021,",Marseille,57,,,MPereiraLage
1013,"['87’', 'R.', 'Thomas']","16-Mai-2021,",Marseille,87,,,RThomas
1014,"['(s.p.)', 'U.', 'Hwang', '32’']","16-Mai-2021,",Bordeaux,32,(s.p.),,spUHwang
1015,"['Y.', 'Sabaly', '88’']","16-Mai-2021,",Bordeaux,88,,,YSabaly
1016,"['M.', 'Zerkane', '90’', '+1']","16-Mai-2021,",Bordeaux,901,,,MZerkane
1017,"['02’', 'L.', 'Ajorque']","16-Mai-2021,",Nice,2,,,LAjorque
1018,"['66’', 'L.', 'Ajorque']","16-Mai-2021,",Nice,66,,,LAjorque
1019,"['(s.p.)', 'Y.', 'Wissa', '31’']","16-Mai-2021,",Lorient,31,(s.p.),,spYWissa
1020,"['J.', 'Hergault', '73’']","16-Mai-2021,",Lorient,73,,,JHergault
1021,"['72’', 'B.', 'Traoré']","16-Mai-2021,",Lorient,72,,,BTraoré
1022,"['06’', 'K.', 'Coulibaly']","16-Mai-2021,",Dijon,6,,,KCoulibaly
1023,"['32’', 'R.', 'Kolo', 'Muani']","16-Mai-2021,",Dijon,32,,,RKoloMuani
1024,"['90’', '+1', 'L.', 'Blas']","16-Mai-2021,",Dijon,901,,,LBlas
1025,"['90’', '+3', 'R.', 'Kolo', 'Muani']","16-Mai-2021,",Dijon,903,,,RKoloMuani
1026,"['A.', 'Fulgini', '90’', '+2']","23-Mai-2021,",Angers,902,,,AFulgini
1027,"['10’', 'J.', 'David']","23-Mai-2021,",Angers,10,,,JDavid
1028,"['45’', '+1', 'B.', 'Yilmaz', '(s.p.)']","23-Mai-2021,",Angers,451,(s.p.),,BYilmazsp
1029,"['37’', 'R.', 'Faivre', '(csc)']","23-Mai-2021,",Brest,37,,(csc),RFaivrecsc
1030,"['71’', 'K.', 'Mbappé']","23-Mai-2021,",Brest,71,,,KMbappé
1031,"['K.', 'Toko', 'Ekambi', '14’']","23-Mai-2021,",Lyon,14,,,KTokoEkambi
1032,"['K.', 'Toko', 'Ekambi', '40’']","23-Mai-2021,",Lyon,40,,,KTokoEkambi
1033,"['29’', 'K.', 'Dolberg']","23-Mai-2021,",Lyon,29,,,KDolberg
1034,"['50’', 'H.', 'Kamara']","23-Mai-2021,",Lyon,50,,,HKamara
1035,"['57’', 'W.', 'Saliba']","23-Mai-2021,",Lyon,57,,,WSaliba
1036,"['(s.p.)', 'F.', 'Boulaya', '90’', '+7']","23-Mai-2021,",Metz,907,(s.p.),,spFBoulaya
1037,"['90’', '+13', 'A.', 'Milik', '(s.p.)']","23-Mai-2021,",Metz,9013,(s.p.),,AMiliksp
1038,"['S.', 'Guirassy', '25’']","23-Mai-2021,",Rennes,25,,,SGuirassy
1039,"['B.', 'Bourigeaud', '51’']","23-Mai-2021,",Rennes,51,,,BBourigeaud
1040,"['R.', 'Kolo', 'Muani', '33’']","23-Mai-2021,",Nantes,33,,,RKoloMuani
1041,"['31’', 'G.', 'Laborde']","23-Mai-2021,",Nantes,31,,,GLaborde
1042,"['76’', 'A.', 'Delort']","23-Mai-2021,",Nantes,76,,,ADelort
1043,"['39’', 'A.', 'Kamara']","23-Mai-2021,",Saint-Étienne,39,,,AKamara
1044,"['E.', 'Touré', '15’']","23-Mai-2021,",Reims,15,,,ETouré
1045,"['44’', 'Y.', 'Adli']","23-Mai-2021,",Reims,44,,,YAdli
1046,"['58’', 'E.', 'Kwateng']","23-Mai-2021,",Reims,58,,,EKwateng
1047,"['H.', 'Diallo', '18’']","23-Mai-2021,",Strasbourg,18,,,HDiallo
1048,"['55’', 'T.', 'Chalobah']","23-Mai-2021,",Strasbourg,55,,,TChalobah
